id,keyword,text,target,RoBERTa,Accuracy,
586,demolish,"Israeli terrorism and Apartheid at work, using YOUR TAX DOLLARS, America.  Why does Joe Biden support this???:  Israeli Military Demolish Palestinian Primary School Near Hebron  https://t.co/c2DPBz4iIq via @democracynow",1,1,1,
587,demolished,"Thanks to @ndtv for always keeping the ruling party on their toes. In India, where the 4th pillar is already demolished you were the only hope. Thanks to @ravishndtv and other amazing journalists of NDTV.   #NDTV",0,0,1,
588,demolished,â€˜Wednesdayâ€™ demolished the one-week Netflix viewership record:  https://t.co/6kMk2J4TvJ,0,0,1,
589,demolished,Oh I demolished that,0,0,1,
590,demolished,Israel military demolished-----a Palestinian elementary school  Let's see if Jews around the world are going to condemn this  Let's see if the ADL is going to condemn this  Like they condemned black men Kanye and  Kyrie   For just having an opinion   https://t.co/JhfZG7uyDR,1,1,1,
591,demolished,"December is here nd my plans to celebrate Christmas by watching Ganapath are definitely demolished.   No update or whatsoever either, crossing the levels of unprofessionalism @poojafilms  And after all that hype by @jackkybhagnani , I expected atleast a post abt unfortunate delay",0,0,1,
592,demolished,4-for-5 on today's slip. 5-for-6 if you played the extra play!ðŸ¤‘ðŸ’°ðŸ’µ  Didn't anticipate Baylor's defense disappearing and getting demolished by Marquette but otherwise a great all-around day. #prizepicks #cbb #underdogfantasy #sportsbattle #collegehoops #cbbpicks #playerprops,0,0,1,
593,demolished,"Clippers PF Marcus Morris 0 pt/ 1 reb/ 1 ast, 0/7 FG. He can't guard Grant while Grant demolishing Morris ass like How Grant as Nuggets demolished Morris ass in bubble 2020. ðŸ˜‚",0,0,1,
594,demolished,The Israeli army demolished a school in Masafer Yatta. Residents say it won't be the last.  https://t.co/SzeBu9r7CN,1,1,1,
595,demolition,"Curiosity about why Priest albums with Tim ""Ripper"" Owen's on vocals, Jugulator and Demolition, aren't on Spotify led me to this article. The song ""Burn in Hell"" is awesome.  https://t.co/1P02IbCsWR",0,0,1,
596,demolition,"With all the talk and well written book about a former PMs earth moving, I wrote an article about Scott Morrison's demolition work just before the election in May:  ""Bulldozing""   https://t.co/eoluZc1NbA",0,0,1,
597,demolition,Demolition Demon vs Mega Hurts 2,0,0,1,
598,demolition,Thank you for swift action. JC and other officer a visited the temple yesterday. Understand that there was a police complaint given by a devotee against demolition of Sannidhi by archagars . The complaint is made to S9. Palavanthangal police,0,0,1,
599,demolition,The Note Episode 4 | Disco Demolition: Riot to Rebirth  https://t.co/9rRBVwgZYk via @YouTube,0,0,1,
600,demolition,"Whatever is being proposed could be built on literally tens of thousands of lots in our city, and would be, except that don't allow it.  City policies preference demolition &amp; eviction of apartment buildings rather than risk annoying a few noisy detached owners.",0,0,1,
601,demolition,"The site that was home to the Sacramento Kings for 28 years is now a blank slate, ready for its new life as a proposed development anchored by a teaching hospital. Revisit the demolition process with this photo gallery.   https://t.co/QbsQdRr4xN",0,0,1,
602,demolition,"Is it even legal for US based organization to raise funds for terrorizing minorities and for doing forced conversions, demolition of churches in India? this is happening in US. @POTUS @BarackObama plz kindly look into this matter. SOS from your brothers &amp; sisters in india.",1,1,1,
603,demolition,"[ The Israeli human rights group Bâ€™Tselem condemned the school demolition, saying, â€œThis is part of a state effort to drive Palestinians out of the area by making their lives unbearable. Expelling residents is a war crime.â€]   https://t.co/i64cVOaP8v via @democracynow",1,1,1,
604,derail,My friend and I had another date tonight. Iâ€™m still feeling lousy and will probably go to the clinic tomorrow since home remedies arenâ€™t kicking this thing. Not going to let it derail me! #NSNG  @rmmld03 @VinnieTortorich @Fleeing400 @MaryPKole @AMKSmith12  https://t.co/7iBUA2wOza,0,0,1,
605,derail,avaâ€™s new era has been a mess omfg how did things derail so quickly after maybe youâ€™re the problem  https://t.co/demNW4Bc4t,0,0,1,
606,derail,Minority @LeaderMcConnell will never again be majority leader. He has lost control of the senate and today his silence and tacit approval of the senateâ€™s desire to derail the economy to tank social security &amp; Medicare can only signal his eminent retirement &amp; disappearance,0,0,1,
607,derail,DERAIL MY PLANS MORE,0,0,1,
608,derail,"WHAT HAS HAPPENED TO THE REPUBLICAN PARTY, THIS IS THE REASON THEY DON'T WANT TRUMP BECAUSE HE WILL HAVE NONE OF THIS CRAP... SELLERS: How a McCarthy Speakership May Derail GOPâ€™s Biden Probes  https://t.co/GxWr67Wyjn via @Headline USA",0,0,1,
609,derail,"I abs loved Mayakkam enna. At a time when movies only showed success in a single song, love in the name of song &amp; dance, this movie explored how a man put his art above all, how failure, theft of art &amp; credit, theft of hard work can derail a man's life, his passion, his love",0,0,1,
610,derail,"""All it took was a few minutes of low water pressure at a water treatment facility to derail the fourth largest city in the country,"" writes The Editorial Board  https://t.co/PiYk6SKcn0",1,1,1,
611,derail,"Fox Business Charles Payne: If protests in China are going to derail the global economy, then let it happen.   #CCP #TCOT  #MAGA   https://t.co/9Mq9Bt0gqO",1,1,1,
612,derail,"1)It was the Liu family and Prof. Bassett who bombed Nord Steam natural gas pipelines, fired missile from Ukraine to Poland to derail the peace talk between Russian and Ukraine in G20.",1,1,1,
613,derail,"The comments man... The issue isn't whether or not this murderer can be rehabilitated. The issue is that he murdered in cold blood and justice demands that his life be forfeited. When we have no mind for justice, all kinds of ridiculous hypotheticals pop up to derail our focus.",1,1,1,
614,derailed,It's amazing how everything good about the holiday season can be completely derailed by a single playing of that stupid Christmas Shoes song...  #NoShoesForYou,0,0,1,
615,derailed,Bulls are herbivores. Where did evolution get derailed? ðŸ¤£,0,0,1,
616,derailed,"(Bloomberg) $AMZN --  https://t.co/NCuOmlihVq' s cloud unit plans to add employees next year and keep building new data centers, a sign that a #hiring freeze elsewhere in the company hasnâ€™t derailed investment plans for its most profitable business.    #stocks #COVID19   $INVO  https://t.co/ZXxhy4NVpw",0,0,1,
617,derailed,A difficult post to write and even harder to post.  My fitness journey has been derailed so badly that I canâ€™t even joke or cry about it anymore.   Read More..  https://t.co/99cHP1wyiG   #WalkTales #OneStepAtATime #LifeLessons #IMEFit,0,0,1,
618,derailed,I think Trumps plan to steal the 2024 election was derailed when election deniers he endorsed lost their elections for governor or secretary of state in man  swing states that Biden won in 2020,0,0,1,
619,derailed,"Christopher Massimine, whose career in theater was derailed after he was found to have fabricated parts of his work history, says compulsive lying is a feature of mental illness that has dogged him since childhood. Also, he wants to stop.  https://t.co/XkT9ohs5h7",0,0,1,
620,derailed,"""I never imagined that my life would be derailed by an ALS diagnosis â€“ let alone at the age of 27."" @ajcavaliere  . You can donate to @ALSTDI this #GivingTuesday in honor of Alex, and help on our mission to #EndALS, here:  https://t.co/8ZvvhO5bxJ  https://t.co/sO2Kv7c0Nw",0,0,1,
621,derailed,Train derailed in Moscow region. Cause currently unknown.  https://t.co/Hk9xhYUNPn,1,1,1,
622,derailment,R Line resumes service in Aurora afterÂ derailment  https://t.co/17Lx6iWB5X,1,1,1,
623,derailment,Ghana's world cup run is the biggest derailment to Arsenal's title hopes. ðŸ¥ºðŸ¥º,0,0,1,
624,derailment,"PERRY: RTDâ€™s double train-wreck takes out the R-Line and their credibility  ""Going out on a limb, it seems, but perhaps the goal here could be to prevent another derailment, and answer questions about this one.""   https://t.co/enoXYyLuUS  #COpolitics #NewsCONeeds #NoPaywallHere  https://t.co/UewmdFNMGg",1,1,1,
625,derailment,"Twenty-two Appleton Boy Scouts received Heroism Awards for their courageous action during a train derailment at the Bay-Lakes Council, Boy Scouts of Americaâ€™s 5th Annual Golden Eagle event.  Read more in the News &amp; Noteworthy section of Insight!  https://t.co/8s2cqfoGcN  https://t.co/EWRRm1XOuv",1,1,1,
626,derailment,"In psychiatry, derailment is a thought disorder characterized by discourse consisting of a sequence of unrelated or only remotely related ideas. The frame of reference often changes from one sentence to the next.",0,0,1,
627,derailment,It's neccesary to understand what shouldnt be excused of the derailment of the physical,0,1,0,
628,derailment,MAX DErailment boutta seperate ur bathroom from ur apt and send it to the other side of town. Then no one gets to use it,0,0,1,
629,derailment,I feel like any attempt I make at getting serious about anything with this account will always be at risk of total derailment for longboi tweets. @JHoleCreates @GO0N_SQUAD @daddytadams @FreakyALGO @MerchantOfAlgo @sk3tchdoteth,0,0,1,
630,derailment,RTD pins September R Line derailment on the train operator speeding  https://t.co/sozXf0KSqV #cogov @nbminor,1,1,1,
631,derailment,"Today in a total derailment of class: thereâ€™s a triangle with two known side lengths, 7 and 9. What the longest and shortest possible lengths for the third side?  Oh my.",0,1,0,
632,desolate,"Isaiah 5:8-9 - Woe to you who add house to house and join field to field till no space is left and you live alone in the land. The LORD Almighty has declared in my hearing: â€œSurely the great houses will become desolate, the fine mansions left without occupants.",0,0,1,
633,desolate,"Matthew 23 KJV 38Â Behold, your house is left unto you desolate.  39Â For I say unto you, Ye shall not see me henceforth, till ye shall say, Blessed is he that cometh in the name of the Lord.",0,0,1,
634,desolate,"folklore was the album i never thought i needed, the product of complete isolation, lost in a desolate forest where itâ€™s just you figuring out your own path, itâ€™s really such a timeless album, gonna be one of those albums to remember for a very long time",0,0,1,
635,desolate,22. Desolate Land is so awesome  https://t.co/g0qSQv750F,0,0,1,
636,desolate,"When Xiao Hua and Karen watched the Netflix,  Ya Ting and Phoebe grabbed a Bubble Tea. Â   I watch them on Facebook with Chandler Bing together.  FRIENDS, our favorite series, eliminate sadness from life.  desolate image goes away, Pong U WILL BE THERE FOR YOU.",0,0,1,
637,desolate,"coming back to this album after hearing it for the first time back in January, reminds me of the desolate feeling that comes with winter and the middle of nowhere   https://t.co/WRuLzwBOvF",0,0,1,
638,desolation,"The Land of Desolation, being a personal narrative of adventures in Greenland  With illustrations 6QRRT4W   https://t.co/YF6CeWfLEv  https://t.co/15sgKxSSHI",0,0,1,
639,desolation,"The air is filled with the smell of Qingfen, and the traces of desolation drip down deep in the eyes",0,0,1,
640,desolation,"The meaning of history is swallowed up in an event that takes place in the deepest desolation of human life, on the cross. History finds its meaning in the humiliation of Christâ€ (Bonhoeffer, Lectures on Christology).",0,0,1,
641,desolation,"Dirty Business: ""In the prisonersâ€™ dock sit twenty-odd broken men. Reproached by the humiliation of those they have led almost as bitterly as, by the desolation of those they have attacked, their personal capacity for evil is forever past."" Intl Military Tribune, Nov 24, 1945",0,0,1,
642,desolation,"in prosperity and desolation,  my heart sings forevermore",0,0,1,
